CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Location,Processing Date,email
055817,MONTE VISTA HEALTHCARE CENTER,802 BUENA VISTA STREET,DUARTE,CA,91010,"802 BUENA VISTA STREET,DUARTE,CA,91010",2026-04-01,business-office@montevistahcc.com
055826,Valley Oaks Post Acute,830 East Chapel Street,Santa Maria,CA,93454,"830 East Chapel Street,Santa Maria,CA,93454",2026-04-01,ltco@fsacares.org
055830,Villa Maria Post Acute,425 East Barcellus Avenue,Santa Maria,CA,93454,"425 East Barcellus Avenue,Santa Maria,CA,93454",2026-04-01,contact-villamaria@ensignservices.net
055848,VICTORIAN POST ACUTE,2121 PINE STREET,SAN FRANCISCO,CA,94115,"2121 PINE STREET,SAN FRANCISCO,CA,94115",2026-04-01,info@victorianpa.com
055849,MODESTO POST ACUTE CENTER,159 E. ORANGEBURG AVENUE,MODESTO,CA,95350,"159 E. ORANGEBURG AVENUE,MODESTO,CA,95350",2026-04-01,meg@soignenashville.com
055856,HIGH VALLEY LODGE,7912 TOPLEY LANE,SUNLAND,CA,91040,"7912 TOPLEY LANE,SUNLAND,CA,91040",2026-04-01,daniel@highvalleych.com
055862,GOLDEN ROSE CARE CENTER,1899 N RAYMOND AVE,PASADENA,CA,91103,"1899 N RAYMOND AVE,PASADENA,CA,91103",2026-04-01,ljauregui@grccemail.com
055870,SUNRAY HEALTHCARE CENTER,3210 W PICO BLVD,LOS ANGELES,CA,90019,"3210 W PICO BLVD,LOS ANGELES,CA,90019",2026-04-01,"business-office@sunrayhc.com,awashington@sunrayhc.com"
055890,MAGNOLIA POST ACUTE CARE,635 S MAGNOLIA AVE,EL CAJON,CA,92020,"635 S MAGNOLIA AVE,EL CAJON,CA,92020",2026-04-01,contact-magnolia@ensignservices.net
055910,COUNTRY MANOR LA MESA HEALTHCARE CENTER,5696 LAKE MURRAY BLVD,LA MESA,CA,91942,"5696 LAKE MURRAY BLVD,LA MESA,CA,91942",2026-04-01,phpprcontactus@providence.org
055914,PLYMOUTH VILLAGE,819 SALEM DRIVE,REDLANDS,CA,92373,"819 SALEM DRIVE,REDLANDS,CA,92373",2026-04-01,"info@humangood.com,info@plymouthvillage.org"
055916,SEQUOIA VISTA,3710 WEST TULARE AVENUE,VISALIA,CA,93277,"3710 WEST TULARE AVENUE,VISALIA,CA,93277",2026-04-01,care@sequoiavistacare.com
055935,CERES POSTACUTE CARE,1711 RICHLAND AVENUE,CERES,CA,95307,"1711 RICHLAND AVENUE,CERES,CA,95307",2026-04-01,info@cerespostacute.com
055968,GOLDEN HEIGHTS HEALTHCARE,35 ESCUELA DRIVE,DALY CITY,CA,94015,"35 ESCUELA DRIVE,DALY CITY,CA,94015",2026-04-01,"info@goldenheightshc.com,cvasquez@eljenhealthcare.com"
055983,COVENTRY COURT HEALTH CENTER,2040 S. EUCLID AVENUE,ANAHEIM,CA,92802,"2040 S. EUCLID AVENUE,ANAHEIM,CA,92802",2026-04-01,"coventrycourt@ensignservices.net,contact-coventrycourt@ensignservices.net,phpprcontactus@providence.org"
055987,BROADWAY VILLA POST ACUTE,1250 BROADWAY,SONOMA,CA,95476,"1250 BROADWAY,SONOMA,CA,95476",2026-04-01,"-broadwayvilla@ensignservices.net,contact-broadwayvilla@ensignservices.net"
055988,GOLDEN MERCED CARE CENTER,3170 M STREET,MERCED,CA,95340,"3170 M STREET,MERCED,CA,95340",2026-04-01,jeanette.booth@goldenmercedhc.com
055991,Mission Park Healthcare Center,623 West Junipero Street,Santa Barbara,CA,93105,"623 West Junipero Street,Santa Barbara,CA,93105",2026-04-01,administrator@missionparkhc.com
055992,WEST COVINA HEALTHCARE CENTER,850 S. SUNKIST AVE.,WEST COVINA,CA,91790,"850 S. SUNKIST AVE.,WEST COVINA,CA,91790",2026-04-01,"business-office@westcovinahcc.com,phpprcontactus@providence.org"
056008,GUARDIAN REHABILITATION HOSPITAL,533 S. FAIRFAX AVE,LOS ANGELES,CA,90036,"533 S. FAIRFAX AVE,LOS ANGELES,CA,90036",2026-04-01,"phpprcontactus@providence.org,meg@soignenashville.com"
056023,AVALON VILLA CARE CENTER,12029  AVALON BLVD,LOS ANGELES,CA,90061,"12029  AVALON BLVD,LOS ANGELES,CA,90061",2026-04-01,meg@soignenashville.com
056037,PACIFIC HILLS POST ACUTE,370 NOBLE COURT,MORGAN HILL,CA,95037,"370 NOBLE COURT,MORGAN HILL,CA,95037",2026-04-01,dnewby@pachillspa.com
056040,ESCONDIDO POST ACUTE,421 E MISSION AVE,ESCONDIDO,CA,92025,"421 E MISSION AVE,ESCONDIDO,CA,92025",2026-04-01,john.doe@company.com
056048,PACIFIC COAST MANOR,1935 WHARF ROAD,CAPITOLA,CA,95010,"1935 WHARF ROAD,CAPITOLA,CA,95010",2026-04-01,malmond@paccoastmanor.com
056062,AMAYA SPRINGS HEALTH CARE CENTER,8625 LAMAR STREET,SPRING VALLEY,CA,91977,"8625 LAMAR STREET,SPRING VALLEY,CA,91977",2026-04-01,administrator@amayaspringshc.com
056065,SANTA CRUZ POST ACUTE,1115 CAPITOLA ROAD,SANTA CRUZ,CA,95062,"1115 CAPITOLA ROAD,SANTA CRUZ,CA,95062",2026-04-01,"info@santacruzpa.com,rusty.greiner@santacruzpa.com"
056074,AUTUMN CREEK POST ACUTE,587 RIO LINDO AVENUE,CHICO,CA,95926,"587 RIO LINDO AVENUE,CHICO,CA,95926",2026-04-01,phpprcontactus@providence.org
056076,ANAHEIM TERRACE CARE CENTER,141 SOUTH KNOTT AVENUE,ANAHEIM,CA,92804,"141 SOUTH KNOTT AVENUE,ANAHEIM,CA,92804",2026-04-01,phpprcontactus@providence.org
056077,THE TAMALPAIS,501 VIA CASITAS,GREENBRAE,CA,94904,"501 VIA CASITAS,GREENBRAE,CA,94904",2026-04-01,nmartin@ncphs.org
056079,"GLENDORA GRAND, INC",805 W. ARROW HWY.,GLENDORA,CA,91740,"805 W. ARROW HWY.,GLENDORA,CA,91740",2026-04-01,info@glendoragrand.com
056095,DEVONSHIRE CARE CENTER,1350 EAST DEVONSHIRE AVENUE,HEMET,CA,92544,"1350 EAST DEVONSHIRE AVENUE,HEMET,CA,92544",2026-04-01,phpprcontactus@providence.org
056104,ROSE VILLA HEALTH CARE CENTER,9028 ROSE STREET,BELLFLOWER,CA,90706,"9028 ROSE STREET,BELLFLOWER,CA,90706",2026-04-01,consumerfeedback@aplaceformom.com
056111,GRIFFITH PARK HEALTHCARE CENTER,201 ALLEN AVE.,GLENDALE,CA,91201,"201 ALLEN AVE.,GLENDALE,CA,91201",2026-04-01,griffithparkhealthcarecenter@gmail.com
056116,LOS ALTOS POST-ACUTE,809 FREMONT AVENUE,LOS ALTOS,CA,94024,"809 FREMONT AVENUE,LOS ALTOS,CA,94024",2026-04-01,"afollrath@losaltospa.com,last@losaltospa.com"
056125,ALAMITOS BELMONT HEALTH AND REHABILITATION,3901 E FOURTH STREET,LONG BEACH,CA,90814,"3901 E FOURTH STREET,LONG BEACH,CA,90814",2026-04-01,"-alamitosbelmont@ensignservices.net,alamitosbelmont@ensignservices.net,contact-alamitosbelmont@ensignservices.net"
056132,GOLDEN SAN ANDREAS CARE  CENTER,900 MOUNTAIN RANCH ROAD,SAN ANDREAS,CA,95249,"900 MOUNTAIN RANCH ROAD,SAN ANDREAS,CA,95249",2026-04-01,steven.marcus@goldensanandreashc.com
056139,ROSEVILLE POINT HEALTH & WELLNESS CENTER,600 SUNRISE AVENUE,ROSEVILLE,CA,95661,"600 SUNRISE AVENUE,ROSEVILLE,CA,95661",2026-04-01,administrator@rosevillehc.com
056148,CASITAS CARE CENTER,10626 BALBOA BLVD.,GRANADA HILLS,CA,91344,"10626 BALBOA BLVD.,GRANADA HILLS,CA,91344",2026-04-01,"business-office@casitascc.com,rvaldivia@casitascc.com,john.doe@company.com"
056151,"GREENFIELD CARE CENTER OF FULLERTON, LLC",330 W. BASTANCHURY ROAD,FULLERTON,CA,92835,"330 W. BASTANCHURY ROAD,FULLERTON,CA,92835",2026-04-01,jane.d@gccfullerton.com
056158,COLLEGE OAK NURSING & REHABILITATION CENTER,4635 COLLEGE OAK DRIVE,SACRAMENTO,CA,95841,"4635 COLLEGE OAK DRIVE,SACRAMENTO,CA,95841",2026-04-01,cmcconnell@cypressh.com
056162,EXTENDED CARE HOSPITAL OF RIVERSIDE,8171 MAGNOLIA AVENUE,RIVERSIDE,CA,92504,"8171 MAGNOLIA AVENUE,RIVERSIDE,CA,92504",2026-04-01,phpprcontactus@providence.org
056169,ALAMITOS WEST HEALTH & REHABILITATION,3902 KATELLA AVENUE,LOS ALAMITOS,CA,90720,"3902 KATELLA AVENUE,LOS ALAMITOS,CA,90720",2026-04-01,contact-alamitoswest@ensignservices.net
056174,MID-WILSHIRE HEALTH CARE CNTR,676 S. BONNIE BRAE STREET,LOS ANGELES,CA,90057,"676 S. BONNIE BRAE STREET,LOS ANGELES,CA,90057",2026-04-01,consumerfeedback@aplaceformom.com
056178,MANRESA HEALTHCARE CENTER,919 FREEDOM BLVD,WATSONVILLE,CA,95076,"919 FREEDOM BLVD,WATSONVILLE,CA,95076",2026-04-01,mbayuga@manresahc.com
056180,LAKE BALBOA CARE CENTER,16955 VANOWEN STREET,VAN NUYS,CA,91406,"16955 VANOWEN STREET,VAN NUYS,CA,91406",2026-04-01,contact-lakebalboa@ensignservices.net
056182,GOLDEN HILL POST ACUTE,1201 34TH ST.,SAN DIEGO,CA,92102,"1201 34TH ST.,SAN DIEGO,CA,92102",2026-04-01,"contact-goldenhill@ensignservices.net,meg@soignenashville.com"
056183,Valley Healthcare Center,1680 N Waterman Ave,San Bernardino,CA,92404,"1680 N Waterman Ave,San Bernardino,CA,92404",2026-04-01,"admissions@progressivecarecenters.com,consumerfeedback@aplaceformom.com"
056195,LA BREA REHABILITATION CENTER,505 N. LA BREA AVENUE,LOS ANGELES,CA,90036,"505 N. LA BREA AVENUE,LOS ANGELES,CA,90036",2026-04-01,meg@soignenashville.com
056198,KIT CARSON NURSING & REHABILITATION CENTER,811 COURT STREET,JACKSON,CA,95642,"811 COURT STREET,JACKSON,CA,95642",2026-04-01,consumerfeedback@aplaceformom.com
056201,BROADWAY HEALTHCARE CENTER,112 E. BROADWAY,SAN GABRIEL,CA,91776,"112 E. BROADWAY,SAN GABRIEL,CA,91776",2026-04-01,"vicman.garcialepe@broadwayhcc.com,meg@soignenashville.com"
056206,UNIVERSITY PARK HEALTHCARE CENTER,230 E ADAMS BLVD,LOS ANGELES,CA,90011,"230 E ADAMS BLVD,LOS ANGELES,CA,90011",2026-04-01,meg@soignenashville.com
056213,TAMPICO HEALTHCARE CENTER,130 TAMPICO STREET,WALNUT CREEK,CA,94598,"130 TAMPICO STREET,WALNUT CREEK,CA,94598",2026-04-01,administrator@tampicohcc.com
056220,BRIARCREST NURSING CENTER,5648 EAST GOTHAM STREET,BELL GARDENS,CA,90201,"5648 EAST GOTHAM STREET,BELL GARDENS,CA,90201",2026-04-01,"staff@briarcrestnursing.com,business-office@briarcrestnursing.com"
056225,ORCHARD POST ACUTE,4840 E.TULARE AVENUE,FRESNO,CA,93727,"4840 E.TULARE AVENUE,FRESNO,CA,93727",2026-04-01,info@orchardpa.com
056228,WEST HAVEN HEALTHCARE,1495 WEST CAMERON AVE.,WEST COVINA,CA,91790,"1495 WEST CAMERON AVE.,WEST COVINA,CA,91790",2026-04-01,"info@westhavenhc.com,info@whavenhealthcare.com"
056242,WESTLAKE CONVALESCENT HOSPITAL,316 S WESTLAKE AVENUE,LOS ANGELES,CA,90057,"316 S WESTLAKE AVENUE,LOS ANGELES,CA,90057",2026-04-01,meg@soignenashville.com
056243,WESTERN SLOPE HEALTH CENTER,3280 WASHINGTON STREET,PLACERVILLE,CA,95667,"3280 WASHINGTON STREET,PLACERVILLE,CA,95667",2026-04-01,chamber@eldoradocounty.org
056261,ORCHARDS AT TULARE,604 E. MERRITT AVE.,TULARE,CA,93274,"604 E. MERRITT AVE.,TULARE,CA,93274",2026-04-01,kristi@sweetwatercare.org
056267,CAMINO HEALTHCARE,13922 CERISE AVENUE,HAWTHORNE,CA,90250,"13922 CERISE AVENUE,HAWTHORNE,CA,90250",2026-04-01,contact-caminohealthcare@ensignservices.net
056272,SAN FRANCISCO HEALTH CARE,1477 GROVE STREET,SAN FRANCISCO,CA,94117,"1477 GROVE STREET,SAN FRANCISCO,CA,94117",2026-04-01,v21sfcpublicaffairs@va.gov
056279,SIERRA VIEW HOMES,1155 E. SPRINGFIELD AVENUE,REEDLEY,CA,93654,"1155 E. SPRINGFIELD AVENUE,REEDLEY,CA,93654",2026-04-01,"crogalsky@sierraview.org,rlinscheid@sierraview.org"
056280,BAY MARINA POST ACUTE,2919 FRUITVALE AVE,OAKLAND,CA,94602,"2919 FRUITVALE AVE,OAKLAND,CA,94602",2026-04-01,phpprcontactus@providence.org
056291,CASA BONITA CONVALESCENT HOSPITAL,535 E BONITA AVENUE,SAN DIMAS,CA,91773,"535 E BONITA AVENUE,SAN DIMAS,CA,91773",2026-04-01,fac29bus@longwoodmgmt.com
056301,GOLDEN MODESTO CARE CENTER,1900 COFFEE ROAD,MODESTO,CA,95355,"1900 COFFEE ROAD,MODESTO,CA,95355",2026-04-01,roscelyn.garner@goldenmodestohc.com
056311,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER D/P SNF,4636 FOUNTAIN AVENUE,LOS ANGELES,CA,90029,"4636 FOUNTAIN AVENUE,LOS ANGELES,CA,90029",2026-04-01,consumerfeedback@aplaceformom.com
056313,"PACIFIC VILLA, INC",3501 CEDAR AVENUE,LONG BEACH,CA,90807,"3501 CEDAR AVENUE,LONG BEACH,CA,90807",2026-04-01,meg@soignenashville.com
056317,GOLDEN HAVEN CARE CENTER,409 W. GLENOAKS BLVD.,GLENDALE,CA,91202,"409 W. GLENOAKS BLVD.,GLENDALE,CA,91202",2026-04-01,corinne.purtill@latimes.com
056321,Olympia Convalescent Hospital,1100 S. ALVARADO ST,LOS ANGELES,CA,90006,"1100 S. ALVARADO ST,LOS ANGELES,CA,90006",2026-04-01,alice@olympiacc.com
056328,PREMIER CARE CENTER FOR PALM SPRINGS,2990 EAST RAMON ROAD,PALM SPRINGS,CA,92264,"2990 EAST RAMON ROAD,PALM SPRINGS,CA,92264",2026-04-01,"-premierpalmsprings@ensignservices.net,contact-premierpalmsprings@ensignservices.net,premierpalmsprings@ensignservices.net"
056331,BEACON HEALTHCARE CENTER,919 N SUNSET AVE,WEST COVINA,CA,91790,"919 N SUNSET AVE,WEST COVINA,CA,91790",2026-04-01,tellis@www.beaconhealthcarecenter.com
056333,MOUNTAIN VIEW CONV HOSP,13333 FENTON AVENUE,SYLMAR,CA,91342,"13333 FENTON AVENUE,SYLMAR,CA,91342",2026-04-01,sales@dnncorp.com
056337,PANORAMA GARDENS NURSING AND REHABILITATION CENTER,9541 VAN NUYS BLVD.,PANORAMA CITY,CA,91402,"9541 VAN NUYS BLVD.,PANORAMA CITY,CA,91402",2026-04-01,contact-panoramagardens@ensignservices.net
056345,SAN LEANDRO HEALTHCARE CENTER,368 JUANA AVENUE,SAN LEANDRO,CA,94577,"368 JUANA AVENUE,SAN LEANDRO,CA,94577",2026-04-01,info@guidingpatients.com
056351,CHATSWORTH PARK HEALTH CARE CENTER,10610 OWENSMOUTH,CHATSWORTH,CA,91311,"10610 OWENSMOUTH,CHATSWORTH,CA,91311",2026-04-01,"-chatsworthpark@ensignservices.net,admissions@chatsworthparkcare.com"
056359,SAN PABLO HEALTHCARE & WELLNESS CENTER,13328 SAN PABLO AVENUE,SAN PABLO,CA,94806,"13328 SAN PABLO AVENUE,SAN PABLO,CA,94806",2026-04-01,administrator@sanpablohc.com
056360,ARBOR GLEN CARE CENTER,1033 E. ARROW HIGHWAY,GLENDORA,CA,91740,"1033 E. ARROW HIGHWAY,GLENDORA,CA,91740",2026-04-01,contact-arborglen@ensignservices.net
056362,MESA VERDE POST ACUTE CARE CENTER,661 CENTER STREET,COSTA MESA,CA,92627,"661 CENTER STREET,COSTA MESA,CA,92627",2026-04-01,jospehmunoz@me.com
056365,Yucaipa Hills Post Acute,13542 2nd St.,Yucaipa,CA,92399,"13542 2nd St.,Yucaipa,CA,92399",2026-04-01,hello@yucaipahillspac.com
056367,THE REHABILITATION CENTER OF NORTH HILLS,9655 SEPULVEDA BOULEVARD,NORTH HILLS,CA,91343,"9655 SEPULVEDA BOULEVARD,NORTH HILLS,CA,91343",2026-04-01,info@rehabcenterofnorthhills.com
056370,BETHESDA HOME,22427 MONTGOMERY STREET,HAYWARD,CA,94541,"22427 MONTGOMERY STREET,HAYWARD,CA,94541",2026-04-01,"info@bethesdaca.org,nursing@bethesdaca.org"
056372,BROOKSIDE HEALTHCARE CENTER,105 TERRACINA BLVD.,REDLANDS,CA,92373,"105 TERRACINA BLVD.,REDLANDS,CA,92373",2026-04-01,contact-brookside@ensignservices.net
056379,Oxnard Manor Healthcare Center,1400 West Gonzales Road,Oxnard,CA,93036,"1400 West Gonzales Road,Oxnard,CA,93036",2026-04-01,admissions@oxnardhc.com
056391,GOLDEN EMPIRE,121 DORSEY DRIVE,GRASS VALLEY,CA,95945,"121 DORSEY DRIVE,GRASS VALLEY,CA,95945",2026-04-01,"panderson@goldenempiresnf.com,panderson.goldenempiresnf@gmail.com"
056401,MISSION HILLS POST ACUTE CARE,3680 REYNARD WAY,SAN DIEGO,CA,92103,"3680 REYNARD WAY,SAN DIEGO,CA,92103",2026-04-01,"-missionhills@ensignservices.net,contact-missionhills@ensignservices.net,missionhills@ensignservices.net"
056407,ALL SAINTS HEALTHCARE SUBACUTE,11810 SATICOY STREET,NORTH HOLLYWOOD,CA,91605,"11810 SATICOY STREET,NORTH HOLLYWOOD,CA,91605",2026-04-01,consumerfeedback@aplaceformom.com
056415,LYNWOOD POST ACUTE CARE CENTER,3611 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,"3611 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262",2026-04-01,"business-office@lynwoodhcc.com,meg@soignenashville.com"
056416,MAYERS MEMORIAL HOSPITAL,43563 HWY 299 E,FALL RIVER MILLS,CA,96028,"43563 HWY 299 E,FALL RIVER MILLS,CA,96028",2026-04-01,"info@mayersmemorial.com,intermountainhospice@mayersmemorial.com"
056425,STUDEBAKER HEALTHCARE CENTER,13226 STUDEBAKER RD,NORWALK,CA,90650,"13226 STUDEBAKER RD,NORWALK,CA,90650",2026-04-01,info@studebakerhcc.com
056426,ADVENTIST HEALTH DELANO,1401 GARCES HWY,DELANO,CA,93215,"1401 GARCES HWY,DELANO,CA,93215",2026-04-01,phpprcontactus@providence.org
056428,CALIFORNIA NURSING & REHABILITATION CENTER,2299 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262,"2299 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262",2026-04-01,administrator@californianursingrc.com
056433,VERMONT HEALTHCARE CENTER,22035 S. VERMONT AVENUE,TORRANCE,CA,90502,"22035 S. VERMONT AVENUE,TORRANCE,CA,90502",2026-04-01,info@vermonthc.com
056436,Medical Center Convalescent Hospital,467 E Gilbert St,San Bernardino,CA,92404,"467 E Gilbert St,San Bernardino,CA,92404",2026-04-01,"socialmedia@medcentercare.com,info@medcentercare.com"
056437,CYPRESS RIDGE CARE CENTER,1501 SKYLINE DRIVE,MONTEREY,CA,93940,"1501 SKYLINE DRIVE,MONTEREY,CA,93940",2026-04-01,phpprcontactus@providence.org
056444,Community Extended Care Hospital Of Montclair,9620 Fremont Ave,Montclair,CA,91763,"9620 Fremont Ave,Montclair,CA,91763",2026-04-01,"phpprcontactus@providence.org,last_initial@communityech.com"
056456,PALAZZO POST ACUTE,5400 FOUNTAIN  AVE,LOS ANGELES,CA,90029,"5400 FOUNTAIN  AVE,LOS ANGELES,CA,90029",2026-04-01,info@palazzopostacute.com
056463,EMMANUEL POST ACUTE CARE - HAYWARD,26660 PATRICK AVENUE,HAYWARD,CA,94544,"26660 PATRICK AVENUE,HAYWARD,CA,94544",2026-04-01,meg@soignenashville.com
056471,GOLDEN HARBOR HEALTHCARE CENTER,442 SUNSET BOULEVARD,HAYWARD,CA,94541,"442 SUNSET BOULEVARD,HAYWARD,CA,94541",2026-04-01,afollrath@goldenharborhealthcare.com
056488,SUNNYSIDE NURSING CENTER,22617 S. VERMONT AVE,TORRANCE,CA,90502,"22617 S. VERMONT AVE,TORRANCE,CA,90502",2026-04-01,businessdevelopment@sunnysidenursing.com
056489,HOLLYWOOD PREMIER HEALTHCARE CENTER,5401 FOUNTAIN AVE.,LOS ANGELES,CA,90029,"5401 FOUNTAIN AVE.,LOS ANGELES,CA,90029",2026-04-01,meg@soignenashville.com
056495,CASA COLOMA HEALTH CARE CENTER,10410 COLOMA RD,RANCHO CORDOVA,CA,95670,"10410 COLOMA RD,RANCHO CORDOVA,CA,95670",2026-04-01,admin@casacoloma.com
056496,CARLSBAD BY THE SEA,2855 CARLSBAD BLVD,CARLSBAD,CA,92008,"2855 CARLSBAD BLVD,CARLSBAD,CA,92008",2026-04-01,"info@carlsbadsea.com,cbtssales@frontporch.net,ccooper@carlsbadsea.com"
05A109,COMMUNITY CARE CENTER,2335 S. MOUNTAIN AVE,DUARTE,CA,91010,"2335 S. MOUNTAIN AVE,DUARTE,CA,91010",2026-04-01,boconnor@chms.us
05A134,LANDMARK MEDICAL CENTER,2030 N. GAREY AVE.,POMONA,CA,91767,"2030 N. GAREY AVE.,POMONA,CA,91767",2026-04-01,rosemaryck@aol.com
05A340,CRESTWOOD MANOR - 104,1130 MONACO COURT,STOCKTON,CA,95207,"1130 MONACO COURT,STOCKTON,CA,95207",2026-04-01,consumerfeedback@aplaceformom.com
05A364,VILLA SIENA,1855 MIRAMONTE AVENUE,MOUNTAIN VIEW,CA,94040,"1855 MIRAMONTE AVENUE,MOUNTAIN VIEW,CA,94040",2026-04-01,jbernard@villa-siena.org
065001,LOWRY HILLS CARE AND REHABILITATION,10201 E 3RD AVE,AURORA,CO,80010,"10201 E 3RD AVE,AURORA,CO,80010",2026-04-01,"admissions@lowryhillscare.org,meg@soignenashville.com"
065009,CITY PARK HEALTHCARE AND REHABILITATION CENTER,1667 SAINT PAUL ST,DENVER,CO,80206,"1667 SAINT PAUL ST,DENVER,CO,80206",2026-04-01,angeltaylor@ensignservices.net
065015,MOUNTAIN VISTA HEALTH CENTER,4800 TABOR ST,WHEAT RIDGE,CO,80033,"4800 TABOR ST,WHEAT RIDGE,CO,80033",2026-04-01,jrunge@abhomes.org
065034,AMBERWOOD POST ACUTE,4686 E ASBURY CIR,DENVER,CO,80222,"4686 E ASBURY CIR,DENVER,CO,80222",2026-04-01,"phpprcontactus@providence.org,mfallon@vivage.com"
065052,BOULDER POST ACUTE,2121 MESA DR,BOULDER,CO,80304,"2121 MESA DR,BOULDER,CO,80304",2026-04-01,"kathleen.stuartsmeland@boulderpostacute.com,dacia.spiker@boulderpostacute.com"
065077,ENGLEWOOD POST ACUTE AND REHABILITATION,3575 S WASHINGTON ST,ENGLEWOOD,CO,80113,"3575 S WASHINGTON ST,ENGLEWOOD,CO,80113",2026-04-01,"contact-englewood@ensignservices.net,meg@soignenashville.com"
065097,MAPLETON POST ACUTE,115 INGALLS ST,LAKEWOOD,CO,80226,"115 INGALLS ST,LAKEWOOD,CO,80226",2026-04-01,"contact-mapleton@ensignservices.net,meg@soignenashville.com"
065100,ROCK CANYON RESPIRATORY AND REHABILITATION CENTER,2515 PITMAN PL,PUEBLO,CO,81004,"2515 PITMAN PL,PUEBLO,CO,81004",2026-04-01,"contact-rockcanyon@ensignservices.net,-rockcanyon@ensignservices.net,rockcanyon@ensignservices.net"
065113,MEDALLION POST ACUTE REHABILITATION,1719 E BIJOU ST,COLORADO SPRINGS,CO,80909,"1719 E BIJOU ST,COLORADO SPRINGS,CO,80909",2026-04-01,"-medallionparc@ensignservices.net,contact-medallionparc@ensignservices.net"
065124,HOLLY HEIGHTS CARE AND REHABILITATION,6000 E ILIFF AVE,DENVER,CO,80222,"6000 E ILIFF AVE,DENVER,CO,80222",2026-04-01,-hollyheights@ensignservices.net
065146,HAMPDEN HILLS POST ACUTE,14699 E HAMPDEN AVE,AURORA,CO,80014,"14699 E HAMPDEN AVE,AURORA,CO,80014",2026-04-01,"-hampdenhills@ensignservices.net,cherrycreek.adm@nexion-health.com"
065165,RIVERBEND HEALTH AND REHABILITATION CENTER,821 DUFFIELD CT,LOVELAND,CO,80537,"821 DUFFIELD CT,LOVELAND,CO,80537",2026-04-01,"info@riverbendhrc.com,contact-riverbendco@ensignservices.net"
065169,Pueblo Heights Nursing and Rehabilitation,1601 CONSTITUTION RD,PUEBLO,CO,81001,"1601 CONSTITUTION RD,PUEBLO,CO,81001",2026-04-01,info@pcpueblo.com
065171,Edgewater Health and Rehabilitation,1655 EATON ST,LAKEWOOD,CO,80214,"1655 EATON ST,LAKEWOOD,CO,80214",2026-04-01,contact-edgewaterco@ensignservices.net
065179,HILDEBRAND CARE CENTER,1401 PHAY AVE,CANON CITY,CO,81212,"1401 PHAY AVE,CANON CITY,CO,81212",2026-04-01,tpatterson@hildebrandcare.com
065183,PROGRESSIVE CARE CENTER,1338 PHAY AVE,CANON CITY,CO,81212,"1338 PHAY AVE,CANON CITY,CO,81212",2026-04-01,kbranham@progressivecarecenter.com
065188,THE LODGE AT RED ROCKS,150 SPRING ST,MORRISON,CO,80465,"150 SPRING ST,MORRISON,CO,80465",2026-04-01,administrator@thelodgeatredrocks.org
065192,REHABILITATION AND NURSING CENTER OF THE ROCKIES,1020 PATTON ST,FORT COLLINS,CO,80524,"1020 PATTON ST,FORT COLLINS,CO,80524",2026-04-01,"rncrockies@ensignservices.net,contact-rncrockies@ensignservices.net"
065196,MALLEY TRANSITIONAL CARE CENTER,401 MALLEY DR,NORTHGLENN,CO,80233,"401 MALLEY DR,NORTHGLENN,CO,80233",2026-04-01,contact-malley@ensignservices.net
065202,CEDARS HEALTHCARE CENTER,1599 INGALLS ST,LAKEWOOD,CO,80214,"1599 INGALLS ST,LAKEWOOD,CO,80214",2026-04-01,phpprcontactus@providence.org
065203,CHERRELYN HEALTHCARE CENTER,5555 S ELATI  ST,LITTLETON,CO,80120,"5555 S ELATI  ST,LITTLETON,CO,80120",2026-04-01,phpprcontactus@providence.org
065206,"ROWAN COMMUNITY, INC",4601 E ASBURY CIR,DENVER,CO,80222,"4601 E ASBURY CIR,DENVER,CO,80222",2026-04-01,"meg@soignenashville.com,consumerfeedback@aplaceformom.com,claim@providerwire.com"
065208,WELLSPRINGS CARE CENTER,3636 S PEARL ST,ENGLEWOOD,CO,80113,"3636 S PEARL ST,ENGLEWOOD,CO,80113",2026-04-01,info@elevationhrc.com
065213,HEALTH CENTER AT FRANKLIN PARK,1535 PARK AVE,DENVER,CO,80218,"1535 PARK AVE,DENVER,CO,80218",2026-04-01,meg@soignenashville.com
065219,BROADVIEW HEALTH AND REHABILITATION CENTER,850 27TH AVE,GREELEY,CO,80634,"850 27TH AVE,GREELEY,CO,80634",2026-04-01,"contact-broadview@ensignservices.net,bwhitney@broadviewhrc.com"
065222,BOULDER CANYON HEALTH AND REHABILITATION,4685 BASELINE RD,BOULDER,CO,80303,"4685 BASELINE RD,BOULDER,CO,80303",2026-04-01,"contact-bouldercanyon@ensignservices.net,phpprcontactus@providence.org"
065223,BERKLEY MANOR CARE CENTER,735 S LOCUST ST,DENVER,CO,80224,"735 S LOCUST ST,DENVER,CO,80224",2026-04-01,phpprcontactus@providence.org
065226,MCINTOSH CARE AND REHABILITATION CENTER,1800 STROH PL,LONGMONT,CO,80501,"1800 STROH PL,LONGMONT,CO,80501",2026-04-01,contact-mcintosh@ensignservices.net
